"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"a wishy-washy [[melodramatic]] movie that shows us plenty of sturm und drung , but explains its characters' decisions only unsatisfactorily .","a wishy-washy [[melodic]] movie that shows us plenty of sturm und drung , but explains its characters' decisions only unsatisfactorily .",0.14084678888320923,0.5762778520584106,0,1,0,34,"Successful"
"bang ! zoom ! it's actually pretty funny , but in all the [[wrong]] places .","bang ! zoom ! it's actually pretty funny , but in all the [[undue]] places .",0.1749781370162964,0.6396623849868774,0,1,0,44,"Successful"
"lurid and [[less]] than lucid work .","lurid and [[tiniest]] than lucid work .",0.11944794654846191,0.6845999956130981,0,1,0,38,"Successful"
"a [[wannabe]] comedy of manners about a [[brainy]] prep-school kid with a mrs . robinson complex founders on its own preciousness -- and squanders its beautiful women .","a [[midshipman]] comedy of manners about a [[astute]] prep-school kid with a mrs . robinson complex founders on its own preciousness -- and squanders its beautiful women .",0.31013453006744385,0.5441678762435913,0,1,0,58,"Successful"
"at a [[brief]] 42 [[minutes]] , we [[need]] more x and less [[blab]] .","at a [[summary]] 42 [[moments]] , we [[must]] more x and less [[agonize]] .",0.18382328748703003,0.5901470184326172,0,1,0,96,"Successful"
"if anything , see it for karen black , who [[camps]] up a storm as a [[fringe]] feminist [[conspiracy]] theorist [[named]] dirty dick .","if anything , see it for karen black , who [[champs]] up a storm as a [[rand]] feminist [[collusion]] theorist [[described]] dirty dick .",0.13881820440292358,0.5167657136917114,0,1,0,108,"Successful"
"this 90-minute [[dud]] could [[pass]] for mike tyson's [[e]] ! true hollywood story .","this 90-minute [[duds]] could [[enactment]] for mike tyson's [[fae]] ! true hollywood story .",0.13741356134414673,0.5213119387626648,0,1,0,37,"Successful"
"this is [[surely]] one of the most [[frantic]] , virulent and foul-natured christmas season pics ever delivered by a hollywood [[studio]] .","this is [[undoubtedly]] one of the most [[gleeful]] , virulent and foul-natured christmas season pics ever delivered by a hollywood [[atelier]] .",0.14962196350097656,0.5809879899024963,0,1,0,107,"Successful"
"once the expectation of laughter has been quashed by whatever obscenity is at hand , even the funniest [[idea]] isn't [[funny]] .","once the expectation of laughter has been quashed by whatever obscenity is at hand , even the funniest [[insight]] isn't [[outlandish]] .",0.12473666667938232,0.6206768155097961,0,1,0,83,"Successful"
"a [[porn]] film without the sex scenes .","a [[salacious]] film without the sex scenes .",0.13175588846206665,0.8145262598991394,0,1,0,17,"Successful"
"the connected stories of breitbart and hanussen are [[actually]] fascinating , but the filmmaking in invincible is such that the [[movie]] [[does]] not [[do]] them justice .","the connected stories of breitbart and hanussen are [[truly]] fascinating , but the filmmaking in invincible is such that the [[photographed]] [[have]] not [[ai]] them justice .",0.12332695722579956,0.7288622856140137,0,1,0,130,"Successful"
"a depressingly [[retrograde]] , 'post-feminist' romantic comedy that takes an astonishingly [[condescending]] attitude toward women .","a depressingly [[back]] , 'post-feminist' romantic comedy that takes an astonishingly [[objectifying]] attitude toward women .",0.1444581151008606,0.8343268632888794,0,1,0,32,"Successful"
"return to never land is much more p . c . than the original version ( no more racist portraits of indians , for [[instance]] ) , but the excitement is [[missing]] .","return to never land is much more p . c . than the original version ( no more racist portraits of indians , for [[matters]] ) , but the excitement is [[loss]] .",0.12689095735549927,0.5297930240631104,0,1,0,75,"Successful"
"by the end , you just don't [[care]] whether that cold-hearted snake petrovich ( that would [[be]] reno ) gets his comeuppance . just [[bring]] on the battle bots , please !","by the end , you just don't [[considerate]] whether that cold-hearted snake petrovich ( that would [[was]] reno ) gets his comeuppance . just [[delivers]] on the battle bots , please !",0.1893485188484192,0.5084681510925293,0,1,0,96,"Successful"
"while it's all quite tasteful to look at , the attention process [[tends]] to do a little fleeing of its own .","while it's all quite tasteful to look at , the attention process [[strives]] to do a little fleeing of its own .",0.11694532632827759,0.6201745271682739,0,1,0,55,"Successful"
"broder's [[screenplay]] is [[shallow]] , [[offensive]] and [[redundant]] , with [[pitifully]] [[few]] [[real]] [[laughs]] .","broder's [[assumptions]] is [[evident]] , [[heinous]] and [[surfeit]] , with [[regrettably]] [[lite]] [[truthful]] [[hilarity]] .",0.09968686103820801,0.8775860667228699,0,1,0,229,"Successful"
"yes they can swim , the title is [[merely]] anne-sophie birot's off-handed way of saying girls find adolescence difficult to wade through .","yes they can swim , the title is [[uniquely]] anne-sophie birot's off-handed way of saying girls find adolescence difficult to wade through .",0.13966435194015503,0.5188917517662048,0,1,0,33,"Successful"
"don michael paul uses quick-cuts , ( very ) large shadows and wide-angle shots taken from a distance to [[hide]] the liberal [[use]] of a body double ( for seagal ) .","don michael paul uses quick-cuts , ( very ) large shadows and wide-angle shots taken from a distance to [[mendacity]] the liberal [[utilise]] of a body double ( for seagal ) .",0.16434210538864136,0.6732628345489502,0,1,0,91,"Successful"
"slow , silly and [[unintentionally]] hilarious .","slow , silly and [[unknowingly]] hilarious .",0.12232166528701782,0.8051590323448181,0,1,0,18,"Successful"
"the sweetest thing leaves a [[bitter]] taste .","the sweetest thing leaves a [[intense]] taste .",0.14811980724334717,0.864558219909668,0,1,0,41,"Successful"
"in a [[big]] [[corner]] [[office]] in hell , [[satan]] is throwing up his hands in surrender , is [[firing]] his r&d [[people]] , and has decided he will just [[screen]] the master of [[disguise]] 24/7 .","in a [[tremendous]] [[nooks]] [[bedroom]] in hell , [[lucifer]] is throwing up his hands in surrender , is [[marksmanship]] his r&d [[mankind]] , and has decided he will just [[sieve]] the master of [[mendacity]] 24/7 .",0.11988115310668945,0.5127736330032349,0,1,0,188,"Successful"
"for something as splendid-looking as this particular film , the viewer expects something special but instead [[gets]] [sci-fi] rehash .","for something as splendid-looking as this particular film , the viewer expects something special but instead [[achieves]] [sci-fi] rehash .",0.16443365812301636,0.5531919002532959,0,1,0,54,"Successful"
"a thriller without a [[lot]] of [[thrills]] .","a thriller without a [[fate]] of [[sentimental]] .",0.14021259546279907,0.7482012510299683,0,1,0,50,"Successful"
"this [[stuck]] [[pig]] of a [[movie]] flails limply between [[bizarre]] [[comedy]] and [[pallid]] [[horror]] .","this [[nailed]] [[bikers]] of a [[photograph]] flails limply between [[peculiar]] [[derision]] and [[lusty]] [[atrocity]] .",0.10665595531463623,0.3327968716621399,0,0,0,228,"Failed"
"ah , the travails of metropolitan life ! [[alas]] , another breathless movie about same !","ah , the travails of metropolitan life ! [[alack]] , another breathless movie about same !",0.34794163703918457,0.6269389390945435,0,1,0,9,"Successful"
"in moonlight [[mile]] , no one gets [[shut]] out of the [[hug]] [[cycle]] .","in moonlight [[signorina]] , no one gets [[locked]] out of the [[caressing]] [[spiralling]] .",0.17341923713684082,0.7485897541046143,0,1,0,129,"Successful"
"though uniformly well acted , especially by young ballesta and galan ( a first-time actor ) , writer/director achero manas's film is schematic and obvious .","though uniformly well acted , especially by young ballesta and galan ( a first-time actor ) , writer/director achero manas's film is schematic and obvious .",0.8937998414039612,0.8937998414039612,1,1,0,1,"Skipped"
"[[done]] in mostly by a [[weak]] [[script]] that can't [[support]] the [[epic]] [[treatment]] .","[[accomplished]] in mostly by a [[vulnerable]] [[dashes]] that can't [[aids]] the [[tale]] [[heals]] .",0.10721510648727417,0.7826660871505737,0,1,0,212,"Successful"
"despite its visual virtuosity , 'naqoyqatsi' is [[banal]] in its message and the choice of material to convey it .","despite its visual virtuosity , 'naqoyqatsi' is [[unimaginative]] in its message and the choice of material to convey it .",0.15430939197540283,0.756607174873352,0,1,0,37,"Successful"
"slap her - she's not funny ! no french people were harmed during the [[making]] of this [[movie]] , but they were [[insulted]] and the audience was [[put]] through torture for an hour and a [[half]] .","slap her - she's not funny ! no french people were harmed during the [[makes]] of this [[theatres]] , but they were [[embarassed]] and the audience was [[introduced]] through torture for an hour and a [[oriente]] .",0.1258695125579834,0.5089649558067322,0,1,0,157,"Successful"
"though its rather routine script is loaded with familiar situations , the movie has a cinematic fluidity and sense of intelligence that makes it work more than it probably should .","though its rather routine script is loaded with familiar situations , the movie has a cinematic fluidity and sense of intelligence that makes it work more than it probably should .",0.9323895573616028,0.9323895573616028,1,1,0,1,"Skipped"
""" one [[look]] at a [[girl]] in [[tight]] [[pants]] and [[big]] [[tits]] and you [[turn]] [[stupid]] ? "" um . . isn't that the [[basis]] for the [[entire]] [[plot]] ?",""" one [[hear]] at a [[femme]] in [[vigorous]] [[breeches]] and [[great]] [[nipple]] and you [[turns]] [[twit]] ? "" um . . isn't that the [[cornerstones]] for the [[comprehensive]] [[parcel]] ?",0.13136428594589233,0.3832694888114929,0,0,0,399,"Failed"
""" not [[really]] as bad as you might [[think]] ! """,""" not [[truth]] as bad as you might [[insights]] ! """,0.19334816932678223,0.2669738531112671,0,0,0,159,"Failed"
"strident and inelegant in its 'message-movie' [[posturing]] .","strident and inelegant in its 'message-movie' [[graceful]] .",0.1300872564315796,0.8032984733581543,0,1,0,26,"Successful"
"one regards reign of fire with awe . what a vast enterprise has been marshaled in the service of such a minute idea .","one regards reign of fire with awe . what a vast enterprise has been marshaled in the service of such a minute idea .",0.9018851518630981,0.9018851518630981,1,1,0,1,"Skipped"
"it has the right approach and the right opening premise , but it [[lacks]] the zest and it goes for a plot twist [[instead]] of trusting the [[material]] .","it has the right approach and the right opening premise , but it [[omission]] the zest and it goes for a plot twist [[equally]] of trusting the [[corporeal]] .",0.11620104312896729,0.6733217239379883,0,1,0,86,"Successful"
"its [[impressive]] images of [[crematorium]] [[chimney]] fires and [[stacks]] of [[dead]] bodies are [[undermined]] by the movie's [[presentation]] , which is [[way]] too stagy .","its [[outstanding]] images of [[cemeteries]] [[chimneys]] fires and [[cells]] of [[deathbed]] bodies are [[weathered]] by the movie's [[present]] , which is [[paths]] too stagy .",0.10907286405563354,0.5580078959465027,0,1,0,301,"Successful"
"seeing as the film lacks momentum and its position remains mostly undeterminable , the director's experiment is a successful one .","seeing as the film lacks momentum and its position remains mostly undeterminable , the director's experiment is a successful one .",0.7631145119667053,0.7631145119667053,1,1,0,1,"Skipped"
